"Analyte1","Analyte2","interaction_coeff","Pval","FDRadjPval","rsquared"
"FAM174B","X.1391",-0.264274565061109,1.87912963235058e-05,0.043757296004128,0.398291610363639
"SQLE","X.4271",-0.263813797086515,5.49632249214933e-08,0.000801056308064815,0.5753533380872
"NRXN1","X.4271",-0.263795373302725,7.30097748364317e-06,0.0247170499572697,0.344180530996948
"SEC14L1","X.1122",-0.263379074699353,7.65167695666924e-08,0.00104780353597817,0.535430539152067
"HCAR3","X.4727",-0.26331450945341,2.90904167073239e-05,0.0569082375417715,0.395914168947038
"TFAM","X.1130",-0.263078884700035,7.25141214845938e-05,0.0939054057338457,0.346144669821352
"FCN3","X.4271",-0.262132964791771,5.4352036942408e-05,0.0812527100021888,0.294022952402607
"DLG5","X.1130",-0.262012317406484,5.96056888225972e-06,0.021700492320069,0.445654037224728
"CTNNBL1","X.1130",-0.26187489261529,1.31479048631772e-06,0.0082426997923973,0.467889061748079
"ALDH3B2","X.1130",-0.261719739621543,8.02676745809069e-10,3.22726653604781e-05,0.616249008277568
"RUSC1.AS1","X.1130",-0.26142432924717,8.59024194885524e-06,0.0271145363976735,0.418010671705453
"IL36A","X.1122",-0.261276189582496,7.83757933048521e-05,0.0976549812332541,0.346473761049565
"RET","X.1122",-0.260995672368084,5.0169872508883e-05,0.0778012356961909,0.388699001654921
"SCGB1A1","X.4727",-0.260671671724758,7.90566966764687e-06,0.025928327089254,0.48072359933249
"LOC153811","X.1130",-0.260379761593446,2.42398240516446e-08,0.000416175742763054,0.586032748228129
"CYP4B1","X.1391",-0.260356503637542,1.17491280165098e-05,0.0331160321013489,0.471617624101072
"SLC22A11","X.1130",-0.260319413821797,1.3891307690301e-05,0.0364165973911892,0.397447223795612
"CEP250","X.1122",-0.260172331819276,3.46138233087009e-10,1.66906383065904e-05,0.61268740217999
"HID1","X.4727",-0.260143915972084,3.73602445313861e-06,0.0159005200725579,0.456319614641327
"CELA3B","X.1122",-0.260117396228275,1.2323972698375e-09,4.72597060447546e-05,0.603622549266087
"GATA6","X.4271",-0.259884124638148,5.27961393829192e-05,0.0801426300109158,0.303616005149831
"C2orf54","X.1122",-0.259695741075431,4.84465347533622e-10,2.19265025773413e-05,0.692010721748761
"PHF20","X.4727",-0.259086041595167,7.76582574702135e-05,0.0971025997627003,0.410657261254609
"PWWP2B","X.1122",-0.258801151830403,1.66714945169147e-08,0.000333641054683673,0.551426696574778
"GPR87","X.1391",-0.258570914298086,5.92898523436262e-05,0.0850746066143948,0.39129217332906
"ZNF670","X.4271",-0.258494541139687,1.21822350092842e-06,0.00777713882992701,0.428282945852201
"AFG3L1P","X.1122",-0.25803152752018,3.20492446715304e-05,0.0603173885973822,0.366992088367666
"TLR5","X.1122",-0.257897256900052,1.66325018702883e-05,0.0404665288659923,0.424465547928908
"RNF208","X.1130",-0.257477715952437,4.37876570561383e-05,0.0724356517806336,0.373650830031708
"SULT2B1","X.1122",-0.257429368801032,3.28558132821415e-10,1.61873449473006e-05,0.643015197604879
"MMP10","X.1391",-0.257353915242865,1.14525917743805e-05,0.0326892163603452,0.461482775010913
"SHPK","X.4271",-0.257103388496561,1.07653689128474e-05,0.0314175456053403,0.413546773965297
"PRB3","X.1130",-0.257072893592211,1.05204967029117e-05,0.0309486431915544,0.417622720788791
"TMEM248","X.1122",-0.256635328536204,5.12190340692766e-05,0.0789502162273031,0.380138703877589
"KIF23","X.1122",-0.25657847294905,6.63073612222631e-06,0.0232205705441998,0.42091700130733
"TNNI2","X.1122",-0.256521984528685,6.52002039194385e-06,0.0229983698282805,0.402375972192643
"FCGR2C","X.1122",-0.25649094310746,1.39391050428733e-05,0.0364908700667604,0.408378090210675
"CCR8","X.1122",-0.256295869421031,5.14340502874971e-06,0.0197090345499247,0.408149607068176
"APOBEC3G","X.1130",-0.255284461495606,5.52497398697606e-06,0.0205436571717204,0.446904525908826
"LINC00557","X.4271",-0.255221757190559,7.96508453402422e-06,0.0259546087435654,0.340886778528274
"ERGIC2","X.1122",-0.255112545899916,8.04566695288835e-10,3.22726653604781e-05,0.609293395019003
"FGF7","X.1122",-0.255036027947002,2.2628009247188e-05,0.0490974723954878,0.36503780327862
"KDF1","X.4727",-0.254545756259271,1.04797500151016e-06,0.00711091827970807,0.477104972633107
"BBS5","X.4271",-0.253736123576464,3.31384768649742e-06,0.014769398798157,0.364826894348195
"TMEM100","X.1122",-0.25361472877289,7.36116957600135e-09,0.000180354225226851,0.536874985479536
"IFNA13","X.1130",-0.252818960340582,2.82954635423717e-05,0.0556896004649134,0.379697474944497
"LINC00174","X.1122",-0.252253988173928,2.52421321470286e-09,8.17239270392199e-05,0.653719550680136
"ANKRD6","X.4271",-0.2520719343572,2.0143727674216e-06,0.0106913660193511,0.385121743204808
"SMURF1","X.1130",-0.251826797742135,2.61064862146449e-05,0.0531348467336992,0.388457757937074
"FANCC","X.4271",-0.251765393408481,6.71634014414577e-05,0.0899342747148032,0.297775669589027
"TRPV4","X.4271",-0.251717302741609,3.69170855764677e-05,0.0658848762310238,0.299049738851942
"MGC34796","X.4271",-0.251229774883011,6.1842794488785e-05,0.0865424896608973,0.286686162129638
"PRSS22","X.1130",-0.250848744055553,3.11119637892203e-05,0.0592020703398704,0.389463186246052
"PLEKHF2","X.1130",-0.250790988762369,1.65789336187197e-09,5.82529749438401e-05,0.600607954898624
"EYA2","X.4727",-0.250753801516881,1.32397575489252e-07,0.00161968636779922,0.608271688515797
"VENTXP1","X.1130",-0.250681133575561,2.10637476192513e-05,0.0470932278586138,0.372112551156633
"LOC257152","X.1122",-0.250578917240498,1.73730908031822e-06,0.00970973690482582,0.441686926637969
"CCL17","X.1122",-0.250464055674931,7.52898839668502e-08,0.00103727033332372,0.556887307659541
"WNK1","X.1130",-0.249785938262536,2.34971441369101e-05,0.0502079386617835,0.455243127203267
"KCNQ1DN","X.1130",-0.24936530867504,3.55033418702022e-11,2.43824041658417e-06,0.675033453046936
"GABRG2","X.1122",-0.248650065961941,7.89939975950992e-09,0.000190452847478433,0.636984614811661
"NUDT13","X.4271",-0.248092022131711,2.85769402662303e-06,0.0134087973631808,0.392102458891686
"FUS","X.1130",-0.248072925556246,2.86176112508616e-07,0.00287872493279645,0.549672839062252
"KDM5B","X.1130",0.247673513488833,1.626311101578e-06,0.00942158406863736,0.512717381633498
"WFDC1","X.3806",0.247731202593421,2.19219687475264e-05,0.0481883571405375,0.481896710924571
"SRI","X.1122",0.247793468341173,3.2587860880222e-08,0.000525654952811848,0.580948454339172
"SLC25A22","X.1130",0.247937358205586,7.79603272783465e-07,0.00582024310637697,0.466924472441933
"PLP1","X.4013",0.248176017888075,5.69312901582346e-05,0.083483999683863,0.477347319949253
"SLC4A2","X.1130",0.248975067007243,4.90111009242885e-14,1.23416486940815e-08,0.789307928454474
"ASB13","X.1130",0.249012874278035,5.49262146775521e-05,0.0817180158161888,0.365219620697484
"RNF185.AS1","X.1122",0.249919549098114,8.23845063974949e-06,0.0265212577469845,0.392551691391506
"TADA3","X.1130",0.250044530166408,1.01492666003964e-06,0.00694908939027505,0.470602462492853
"UBE2NL","X.1122",0.250175528700255,6.40838410484388e-05,0.0879486643090805,0.361937443623899
"EDNRB","X.4013",0.250352218088373,1.58676312438403e-06,0.00929228166422227,0.535351908830604
"PLSCR4","phosphate",0.250817657682078,6.10916970039997e-05,0.0860760551781813,0.449484067203583
"DNAJC2","X.1130",0.251350963615611,2.4852674659446e-05,0.051720949159041,0.415826432133819
"DXO","X.1130",0.251891398021636,6.90591855963604e-05,0.0913394884743177,0.364942871406315
"TMEM65","X.4271",0.252665999398315,4.64851824487849e-05,0.0748677314332782,0.3254095772458
"MPPE1","X.1130",0.253597542589364,3.57810429716352e-07,0.00336478395466708,0.488364229447134
"CSRP1","X.1122",0.254101999984071,2.75545822810526e-06,0.0131468422979358,0.448111191027601
"LHFPL3.AS1","X.4503",0.254509853768983,2.09956049597635e-08,0.000380851517213575,0.70004663393773
"KCNN1","X.1122",0.255154892686955,4.24321909207326e-05,0.0713919249647176,0.37443603452499
"PLCG1","X.1130",0.256014190189067,4.39938111099704e-09,0.000120288961985562,0.577625689709808
"PHF11","X.4271",0.256342390588871,8.44098146504406e-07,0.00611180994052992,0.418776148589535
"MLANA","X.4503",0.257264425829967,4.16103830757003e-08,0.000626594308120405,0.663883834016944
"TNPO3","X.1122",0.257504842085975,2.44901239243741e-05,0.0513686280581279,0.406497821839321
"LOC100506851","X.1130",0.258029433651678,2.4314568496535e-09,7.98617288044453e-05,0.581178654102082
"ABCB5","X.4013",0.258035791625791,4.54166332757497e-07,0.00402851758612513,0.583917851271427
"CCDC54","X.1122",0.258195948322569,1.1679551434322e-07,0.00148289081269653,0.517683421414279
"DOCK2","X2..deoxyuridine.5..triphosphate",0.258992405254171,6.85518854976211e-05,0.091013772197404,0.369225430707339
"NUDT5","X.1122",0.259541707615926,6.94489208756849e-06,0.0238836841212416,0.428355430741858
"DAB2","X.4013",0.259742453417496,4.41333179456364e-05,0.0727419790011306,0.412431953858204
"RNF126P1","X.1122",0.259880708170643,4.98056069956805e-05,0.0775618282968258,0.338767728635978
"NDUFA7","X.1122",0.260495259324106,6.00800569319783e-05,0.0855051110379622,0.355737085945889
"MITF","X.4503",0.260548279759931,1.74370952025185e-05,0.0415484375518356,0.52639687322945
"PTMS","X.1612",0.260585197789085,7.7744803379697e-05,0.0971572113567549,0.332288907794446
"LGMN","X.3824",0.261259832664912,8.12210699800398e-05,0.0994531473163593,0.290358166752637
"TRAF5","X.4727",0.262288492404883,3.70552548324018e-06,0.0158945563697065,0.480197303831878
"ST6GALNAC2","n.hexadecanoic.acid",0.26280727860182,7.67796491096489e-05,0.0964876445673252,0.514578446378008
"NR2C1","X.1122",0.262834852110946,1.15250837910213e-05,0.0327479838581706,0.381442016120773
"PNPLA8","X.1122",0.2628806337703,2.38479779394822e-05,0.0506247940616696,0.381792460757305
"KLF16","X.3952",0.263566937402474,7.34855960572678e-05,0.094331280689044,0.266307877648132
"MIA","X.4503",0.263660158292914,9.15320755209375e-06,0.0283583012159414,0.479729529515353
"TEX19","X.4271",0.264152106416637,8.27527635018915e-06,0.0266020202807953,0.478952285421025
"CLIC4","X.1130",0.264154265051835,4.00042292934688e-09,0.000113625021316299,0.595219601697349
"VCX2","X.1122",0.264705168891461,1.08158640745959e-05,0.0314404192649507,0.410748016686264
"ZSCAN26","X.1122",0.26566488194276,5.55717517323494e-09,0.000143935282726923,0.595490989359386
"PIN1","X.1391",0.266461626999687,1.26338495268607e-05,0.0343725640572808,0.419090540157608
"ITPA","X.1130",0.266589404057726,5.15530984083703e-13,8.65450503591552e-08,0.804542264567651
"TNFAIP8L2","X.1130",0.267153417149029,2.95404048730575e-05,0.0575896863414259,0.35713870559615
"MYDGF","X.1122",0.267157602920311,3.88005638237706e-05,0.0677654208405743,0.368980121838697
"LDLRAD3","X.1736...retired...p.hydroxybenzaldehyde",0.267331221059831,6.37224843977367e-05,0.0877388694676185,0.39799310292364
"RPEL1","X.1130",0.267854296070135,4.83710605740553e-06,0.0188357907216827,0.425476658245897
"IGFALS","X.1130",0.267974388176869,1.15938352096489e-06,0.00758307088378985,0.469937140091638
"TNFRSF10B","X.4727",0.268104141900531,4.33569308184383e-05,0.0721604542093028,0.400159500671931
"GHDC","X.1122",0.268624188484832,4.54290484560036e-06,0.0181102482140389,0.423726444375149
"KMT2E","X.1130",0.26888379981754,3.92486043009676e-05,0.0680461642177169,0.34126476154229
"USF2","X.1122",0.268885136123219,1.13205993544319e-09,4.42346564292002e-05,0.580883626438952
"PTRF","X.3358",0.269281748281769,2.77942699049528e-05,0.0552802013468662,0.306341124032459
"TEX35","X.1122",0.269442807751941,2.85744506706023e-06,0.0134087973631808,0.444945574779345
"ACP5","X.4706",0.269828904594032,5.89448465238688e-06,0.0215290708418975,0.516375826814679
"SRI","X.1130",0.269847102940573,3.25878608802216e-08,0.000525654952811848,0.580948454339172
"SLC45A2","X.4706",0.269929018409892,6.84028520155423e-05,0.0908852576347469,0.416393389374711
"TMEM260","X.4271",0.270017969646614,5.16994017732387e-05,0.0790603159424604,0.385079329975565
"TSC22D4","X.1122",0.270564467114463,4.03767884096685e-14,1.220089641448e-08,0.78129784983621
"STRIP2","X.2781",0.270766231976654,7.62038520596304e-06,0.0254702457321707,0.495864908998785
"RNF185.AS1","X.1130",0.272162405021452,8.23845063974943e-06,0.0265212577469845,0.392551691391506
"UBE2NL","X.1130",0.272441166824626,6.40838410484388e-05,0.0879486643090805,0.3619374436239
"IMPA1","X.1122",0.273989632032445,4.20361346891062e-09,0.000116892432844929,0.591805828671876
"GNB2","X.1122",0.274626602066627,1.66553787965782e-06,0.00948402464177417,0.487365412617397
"ZNHIT1","X.1122",0.275064152171337,1.70035748773181e-08,0.000333641054683673,0.576420212157004
"EXOC4","X.1122",0.275295866214192,2.64934524269775e-06,0.0127496276454284,0.447336206427755
"CSRP1","X.1130",0.276717094304919,2.75545822810525e-06,0.0131468422979358,0.448111191027601
"MAPK11","X.4271",0.277031072218855,8.0646032800843e-07,0.00597286657049695,0.482129457501333
"GSDMD","X.1391",0.277593990278078,2.1693632663645e-05,0.0479188241503625,0.428046705217966
"KCNN1","X.1130",0.277863694525992,4.24321909207324e-05,0.0713919249647176,0.37443603452499
"INPP5F","X.4706",0.278214358979305,6.94078300934397e-06,0.0238836841212416,0.494618263884799
"CSF1R","X.4271",0.278649393144158,1.9864722690075e-06,0.0106304175506425,0.449799958967401
"PTMS","X.1391",0.279281196729247,5.65554906825627e-06,0.0209091092404087,0.442005065499589
"ABCB5","X.4706",0.280244622460201,5.61253868315286e-16,3.63423104811514e-10,0.847978727381918
"PTDSS2","X.1122",0.280285544666419,1.76238392768183e-06,0.00978539164670358,0.438009185459714
"TNPO3","X.1130",0.280422789572474,2.44901239243739e-05,0.0513686280581279,0.406497821839321
"CYP27A1","X.4706",0.280908795099319,3.49964996989932e-06,0.0153707882166322,0.527826310363807
"CCDC54","X.1130",0.281175404308518,1.16795514343222e-07,0.00148289081269653,0.517683421414279
"KCP","X.4271",0.281415989622021,1.78169770987523e-05,0.0421272525179389,0.351419774190616
"HDDC3","X.3830",0.282102692498731,1.77105389806018e-05,0.0419408513330934,0.360603810485103
"UBA6","X.1122",0.282245318032048,7.73428293260449e-05,0.0969614374593187,0.323216558693846
"VPS36","X.1122",0.282586501866096,7.41824706031601e-08,0.00102826432279727,0.498424626188412
"NUDT5","X.1130",0.282640936265428,6.94489208756849e-06,0.0238836841212416,0.428355430741858
"RNF126P1","X.1130",0.283010107891291,4.98056069956807e-05,0.0775618282968258,0.338767728635977
"SMCO4","X.4271",0.283129083912619,2.52779946723987e-06,0.0124393734439346,0.414215371090499
"NDUFA7","X.1130",0.283679354136889,6.00800569319783e-05,0.0855051110379622,0.355737085945889
"CYTH4","X.1122",0.285420377049384,4.89254632997662e-05,0.0769888561442802,0.324108567019017
"SH2D2A","X.4271",0.285526435642595,1.77972664116111e-07,0.00205263617373855,0.498521423662606
"TYR","X.4706",0.285796984439245,1.06151932037594e-08,0.000235283677147389,0.649072146051884
"NR2C1","X.1130",0.286227170832041,1.15250837910213e-05,0.0327479838581706,0.381442016120773
"PNPLA8","X.1130",0.286277027062018,2.3847977939483e-05,0.0506247940616696,0.381792460757305
"MCPH1.AS1","X.1122",0.287793934589087,7.33907906330248e-05,0.0942979956658665,0.362126888846123
"VCX2","X.1130",0.288263945926161,1.08158640745958e-05,0.0314404192649507,0.410748016686263
"TSPAN31","X.4727",0.288368698106945,1.59806572318513e-05,0.0395643455971984,0.49276929681586
"ACP5","X.4013",0.288809572240532,2.95705662191669e-05,0.0576237021786951,0.454856122669138
"ZSCAN26","X.1130",0.289309073500674,5.55717517323488e-09,0.000143935282726923,0.595490989359386
"SERPINB3","X.4271",0.289499128968803,1.71570539420891e-07,0.00199914521799667,0.57853518787443
"DERL3","X.4727",0.289652805582901,5.22279286215283e-05,0.0795754375736385,0.383049383653307
"TMEM154","X2..deoxyuridine.5..triphosphate",0.289788237825105,8.06340201601329e-05,0.0991975410790528,0.371451839616149
"MYDGF","X.1130",0.290934646741111,3.88005638237707e-05,0.0677654208405743,0.368980121838697
"PMPCB","X.1122",0.29141846686806,9.86913253722842e-08,0.00129661521459545,0.524912741618047
"LINC01016","X.1122",0.291833734679044,5.15271855327655e-07,0.00438865165202271,0.502525346754978
"FBXL2","phosphate",0.292118504266559,5.81510474304245e-05,0.0841563740820687,0.449333703972437
"TTL","X.4727",0.292337847366344,3.16337566095534e-06,0.0144249930139564,0.473815587328028
"GHDC","X.1130",0.292531758515081,4.5429048456004e-06,0.0181102482140389,0.423726444375149
"GPRIN3","X.4727",0.292747082411241,3.56016711463445e-05,0.0644704589311893,0.394769686672246
"USF2","X.1130",0.292815930510047,1.13205993544319e-09,4.42346564292002e-05,0.580883626438952
"TEX35","X.1130",0.293423234949547,2.85744506706025e-06,0.0134087973631808,0.444945574779345
"CUTA","X.1122",0.293629402735549,3.09547948696012e-05,0.0590766069127368,0.384765103316126
"TSC22D4","X.1130",0.294644722067383,4.03767884096685e-14,1.220089641448e-08,0.78129784983621
"HSPB6","X.3658",0.295297565935587,6.77985571570776e-05,0.0904147841201016,0.367688980470706
"C1orf54","X.1122",0.295600052755602,5.54579848452326e-08,0.000802089748161651,0.501066801318362
"C8orf46","X.4706",0.296279035763973,4.7329036425535e-06,0.0186058528763085,0.46450062284386
"KRTAP4.6","X.1122",0.296753386389936,3.02166834872486e-09,9.19203679474109e-05,0.644074105724928
"CBR1","X.3358",0.297481124948765,3.68379029650502e-05,0.0658151172627138,0.300768335031764
"CHGB","X.4271",0.297533775020686,5.71736276374813e-05,0.0835690008302978,0.290560012060135
"GPR68","X.4271",0.297922318702868,1.03064161816356e-05,0.0305528281501169,0.443068138320662
"IMPA1","X.1130",0.298374726883082,4.20361346891069e-09,0.000116892432844929,0.591805828671875
"TWF2","X.1122",0.298689944691834,5.30959757783956e-07,0.00444759228630141,0.457029907233745
"GNB2","X.1130",0.299068387291221,1.66553787965781e-06,0.00948402464177417,0.487365412617397
"MRPL16","X.1122",0.299259971744831,8.32129803353812e-07,0.00606376496516676,0.492693158501542
"ZNHIT1","X.1130",0.299544879383357,1.70035748773184e-08,0.000333641054683673,0.576420212157004
"EXOC4","X.1130",0.29979721599091,2.64934524269775e-06,0.0127496276454284,0.447336206427755
"ABCB5","X.4503",0.300608454667392,2.96912721203107e-07,0.00294050375751866,0.582502352141225
"ZNF333","X.4727",0.301294718931956,5.71305535876029e-05,0.0835579378552323,0.380769939989001
"KATNAL1","X.4727",0.303498395844885,1.73371876183536e-08,0.000335194021773339,0.63769678329642
"STX2","X.1122",0.303962048040488,1.7580451120233e-08,0.000335194021773339,0.515949600789833
"PTDSS2","X.1130",0.305230976145899,1.76238392768182e-06,0.00978539164670358,0.438009185459715
"KATNAL1","X.1391",0.30532593660112,7.61766096681092e-05,0.0960715492615633,0.385273942419855
"WBSCR22","X.3952",0.306213695677833,6.49589568824668e-05,0.0885496150811618,0.299395358965297
"YWHAG","X.1122",0.306460905448876,6.5227590035007e-05,0.088706112488317,0.386140933507515
"MT3","X.1122",0.307043912348324,6.15211548349749e-06,0.022106066900765,0.4581596892035
"UBA6","X.1130",0.307365169466954,7.73428293260446e-05,0.0969614374593187,0.323216558693846
"UCA1","X.3832...possible.phenol.sulfate",0.307378155118918,1.02473905702413e-05,0.0304940014554775,0.416286189864078
"VPS36","X.1130",0.307736718684148,7.41824706031591e-08,0.00102826432279727,0.498424626188412
"HEPACAM2","X.2781",0.308773702148781,3.92309062321893e-05,0.0680461642177169,0.425332366378893
"RD3","X.1122",0.309424016563131,3.3307131522526e-08,0.000533123569554688,0.548582729764082
"KIR2DS3","X.4271",0.309840268240693,2.51714180181613e-05,0.052097249390794,0.417551902995342
"CYTH4","X.1130",0.310822808940783,4.89254632997658e-05,0.0769888561442802,0.324108567019017
"FAM212B.AS1","X.1122",0.312612582160603,1.02449147026409e-05,0.0304940014554775,0.39892553711948
"LINC00518","X.3806",0.312628626643595,7.16339289094727e-08,0.00100835655755352,0.600208110155388
"MCPH1.AS1","X.1130",0.313407613253986,7.33907906330248e-05,0.0942979956658665,0.362126888846124
"PPP1R18","X.4727",0.31354229388612,5.78008841726156e-05,0.0839576242341937,0.369532956522885
"RBM23","X.1122",0.313710964161366,8.24811442234608e-05,0.0998868224792355,0.345763857243284
"HUS1","X.1122",0.314994828068248,1.15454300816647e-05,0.0327479838581706,0.381182376801901
"DRAM1","phosphate",0.316139538083833,5.86364154137943e-05,0.084561807814566,0.436110202031163
"CAP1","X.1122",0.316146681400855,4.43639655214417e-06,0.0177776617787116,0.447684755175027
"TTL","X.1612",0.31650261906975,4.92701140920023e-05,0.0772052021599914,0.405338268042448
"MLH1","X.3830",0.317069426984841,4.77308964906552e-05,0.0761785107990856,0.342132189494666
"PMPCB","X.1130",0.31735472913861,9.86913253722824e-08,0.00129661521459545,0.524912741618047
"LINC01016","X.1130",0.317806955811446,5.15271855327655e-07,0.00438865165202271,0.502525346754979
"ACP5","X.4503",0.318342134665963,3.08101733154869e-05,0.0590766069127368,0.487566208234928
"DEGS2","X.3363",0.31836846484001,3.40099603367575e-05,0.0624530708329644,0.558143898950884
"SOCS3","gamma.glu.cys",0.318992068069193,4.31876026033497e-05,0.0721008674269049,0.322253715630992
"CUTA","X.1130",0.319762438440325,3.09547948696014e-05,0.0590766069127368,0.384765103316126
"SOX10","X.4013",0.321799796201858,2.12304238670166e-05,0.0473339244646308,0.479376326379697
"C1orf54","X.1130",0.321908476438748,5.54579848452317e-08,0.000802089748161651,0.501066801318362
"MRPS33","X.1122",0.322184526419406,8.02893440649794e-08,0.00108633639547073,0.540261855891398
"KRTAP4.6","X.1130",0.323164456840621,3.02166834872486e-09,9.19203679474109e-05,0.644074105724928
"FGFBP2","X.4706",0.32352367904172,1.03010470720586e-05,0.0305528281501169,0.466087309432718
"DARS","X.1122",0.324346779177207,1.50122664726974e-06,0.00899231604014157,0.442486118041432
"TWF2","X.1130",0.325273368955783,5.30959757783951e-07,0.00444759228630141,0.457029907233745
"TIMP1","X.4727",0.325377063313014,5.33674531388914e-06,0.0201076851866554,0.415245711376114
"RPGR","X.1122",0.325455497526489,5.07544493518328e-08,0.000746920932824978,0.489346520585008
"OBSCN","X.1391",0.325715785060309,8.17406064248476e-08,0.00110268078067119,0.56790931558615
"KATNAL1","X.1612",0.325796508900649,4.46032584900482e-05,0.0732271560480998,0.35533949128208
"MRPL16","X.1130",0.325894128453113,8.32129803353812e-07,0.00606376496516676,0.492693158501541
"RRP1B","X.1122",0.326600135059555,6.22172900143921e-05,0.0866385798497186,0.348675857901077
"SYNRG","X.1122",0.327826934826287,1.24799462617041e-05,0.0341588789997888,0.377344946099236
"SOX10","X.4706",0.328450592767636,2.02462701147421e-08,0.000376102679397069,0.665094470410285
"ST6GALNAC3","X.4706",0.328666062474923,8.07682842727631e-05,0.0991975410790528,0.461457311634739
"CYP27A1","X.4503",0.328771251942138,2.74190759870643e-05,0.0548217029475109,0.486145010710024
"COMMD9","X.1122",0.329516264504386,1.84582748555275e-05,0.0431483831568633,0.42320136670315
"PDGFC","X.3091",0.330947570546115,8.0881070392065e-05,0.0991975410790528,0.381182478792194
"STX2","X.1130",0.331014689841121,1.75804511202333e-08,0.000335194021773339,0.515949600789833
"TNFRSF10B","X.1612",0.332425684405929,7.08993813256363e-06,0.02425368843561,0.487642318143978
"YWHAG","X.1130",0.33373594571937,6.52275900350086e-05,0.088706112488317,0.386140933507516
"IDH3B","X.1122",0.333748123589788,3.76821082358634e-08,0.000578981122285436,0.559537847503328
"MT3","X.1130",0.334370840270319,6.15211548349749e-06,0.022106066900765,0.4581596892035
"HELZ2","X.3843",0.334419834719126,3.26316064362384e-06,0.0146442895640744,0.345558528282447
"CYR61","X.3091",0.33495194965351,2.18880674121584e-05,0.0481839387445584,0.421936338341264
"TBC1D7","X.4706",0.334990434207003,2.58701378597385e-05,0.0529514089244037,0.529811222661828
"ITGA5","X.1391",0.335096865271937,2.0103400053404e-06,0.0106824707172405,0.45355808641953
"TTYH2","X.3806",0.336213635457416,9.72830376620668e-06,0.0295344265122967,0.441100977475532
"RD3","X.1130",0.33696277391313,3.3307131522526e-08,0.000533123569554688,0.548582729764083
"NADSYN1","X.4271",0.337251810725468,2.88701942620228e-06,0.0135044579277415,0.40868450470426
"STIP1","X.1122",0.337690893323659,4.3116759369877e-05,0.0720306111809049,0.36736829373339
"ROPN1B","X.4706",0.337770327011026,2.95502489081812e-06,0.0137516057711682,0.532207427405991
"PLEKHA8P1","X.3843",0.339666827972091,2.82701950734362e-05,0.0556882298990265,0.297290803343987
"PFDN1","X.1122",0.340003168753283,1.70892240855889e-05,0.0410489139688948,0.44338562781339
"BZW1","X.1122",0.340343580527106,2.81128899183365e-08,0.000466760473844134,0.562812776108012
"FAM212B.AS1","X.1130",0.340435122053595,1.02449147026409e-05,0.0304940014554775,0.398925537119479
"RBM23","X.1130",0.34163126012298,8.24811442234605e-05,0.0998868224792355,0.345763857243284
"HSPB6","X.3697",0.342190316258453,6.77985571570776e-05,0.0904147841201016,0.367688980470706
"TYR","X.4503",0.342218073439265,5.55650086754647e-08,0.000802089748161651,0.639945057274447
"SFTA1P","oxitryptan",0.342400314294088,2.60999784255784e-05,0.0531348467336992,0.330940254800532
"HUS1","X.1130",0.343029388000044,1.15454300816647e-05,0.0327479838581706,0.3811823768019
"RALGDS","X.4271",0.343719719933415,7.48959061891819e-12,7.54391511620741e-07,0.617502750087771
"CLPP","X.1122",0.343774605908035,8.37281606734844e-09,0.000199491392194625,0.578157994436472
"C8orf46","X.4503",0.343948018227889,3.79519289594621e-05,0.0669608529695664,0.421564383213951
"CAP1","X.1130",0.344283756353242,4.43639655214417e-06,0.0177776617787116,0.447684755175027
"FGFBP2","X.4013",0.345303589457113,4.74548134654906e-05,0.0759348376647331,0.402971168479187
"CAPZA2","X.1122",0.347005043219686,9.19376618600745e-07,0.00650109709287762,0.474876905173787
"FLJ11710","X.3830",0.347339494491891,7.58242728080494e-05,0.0958138087261436,0.373065815418714
"SBNO2","X.4271",0.34756343296122,3.87093980869086e-08,0.000592419788166425,0.51191095729393
"PLOD2","tetradecanoic.acid",0.348973864094119,2.48467706092082e-05,0.051720949159041,0.337475720421846
"NMNAT3","X.1122",0.349089423614448,1.07970200251193e-08,0.000235283677147389,0.578664651474067
"MYL6B","X.1122",0.349683398929389,4.62639408458185e-06,0.0183623282692988,0.421941151318462
"ARMC10","X.1122",0.349723262645448,1.77482803014582e-08,0.000335194021773339,0.534129618625503
"RHBG","X.1122",0.349818616405918,2.4260495664496e-05,0.0512414226788077,0.374667495934342
"MRPS33","X.1130",0.350858969966286,8.02893440649808e-08,0.00108633639547073,0.540261855891398
"GPRIN3","X.1391",0.352212172997329,1.59639300744756e-05,0.0395643455971984,0.445227643454414
"DARS","X.1130",0.353213663358423,1.50122664726972e-06,0.00899231604014157,0.442486118041432
"WRB","X.1122",0.353232513163248,2.64061429403925e-05,0.0535763382888729,0.362456031303597
"LOC101926892","X.1122",0.353367651659409,5.16662368166291e-05,0.0790362644767217,0.354150063488256
"ADAMTSL4","X.2781",0.353511017816915,3.19392668036717e-06,0.0145059316918832,0.504489018137856
"RPGR","X.1130",0.35442105771201,5.07544493518332e-08,0.000746920932824978,0.489346520585008
"C17orf62","X.4271",0.354900082436293,3.74301131002403e-08,0.000578981122285436,0.521915569830268
"UHMK1","X.4271",0.355650217073933,7.64043831784528e-05,0.0962784440839539,0.336652983356015
"RRP1B","X.1130",0.355667568059045,6.22172900143921e-05,0.0866385798497186,0.348675857901077
"CCT7","X.1122",0.356158034181301,1.00067348464613e-05,0.0300178204066609,0.392868362702659
